Group,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Control,Control,Control
ASV000383,0,0,0,0,0,0,0,0,0.636132316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000384,0,0,0,0,0,0,0,0,0,0,0,0,0.035617609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116071429,0,0,0
ASV000386,0,0,0,0,0,0,0,0,0,0.105892791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441685568,0,0,0,0
ASV000388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075913787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58381318,0,0,0,0,0,0
ASV000390,0,0,0,0,0,0,0,0,0,0,0,0,0.034192905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014880952,0,0,0
ASV000391,0.009200733,0,0,0.002208676,0.006913914,0,0.004165105,0.004403928,0.008481764,0.002861967,0.000562493,0,0,0,0,0.011273957,0,0,0.003454231,0.010407813,0.0059994,0.005095195,0.006091247,0.005520084,0,0,0,0,0,0,0,0
ASV000392,0,0,0,0,0,0,0,0,0.610687023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000393,0,0,0,0,0,0,0,0,0.610687023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000394,0,0,0,0,0,0,0,0,0,0,0,0.000958681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551823417,0,0.005968724,0,0,0,0
ASV000395,0,0,0,0,0,0,0,0,0,0,0.000562493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417810672,0,0,0,0
ASV000396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0,0,0,0,0
ASV000397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000398,0,0,0,0,0,0,0,0,0.602205259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000399,0,0,0,0,0,0,0,0,0.602205259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000400,0,0,0,0,0,0,0,0,0,0,0.039937001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423779396,0,0,0,0
ASV000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000403,0,0,0,0,0,0,0,0,0,0.002008395,0.000562493,0,0,0.001998162,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0,0.967261905,0,0,0
ASV000404,0,0,0,0.002208676,0,0,0,0.01185677,0,0,0,0,0,0,0.025518489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000405,0,0,0,0,0,0,0,0,0,0,0,0,0.000474901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0,0,0,0,0
ASV000409,0,0,0,0,0,0,0,0,0,0,0,0.002644243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000410,0,0,0,0,0,0,0,0,0,0,0,0.003834723,0.030868595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000411,0,0,0,0,0,0,0,0,0,0.475987496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021523892,0
ASV000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543825976,0,0,0,0,0,0
ASV000414,0,0,0,0,0,0,0,0,0,0,0,0.179808557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405873224,0,0,0,0
ASV000416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000417,0,0,0,0,0,0,0,0,0,0,0.03599955,0,0,0,0,0.016910936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000418,0,0,0,0,0,0,0.139531009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000419,0,0,0,0,0,0,0,0,0.568278202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000420,0,0,0,0,0,0,0,0,0,0,0.161299294,0,0,0,0.000386644,0,0.074486355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000421,0,0,0,0,0,0,0,0,0,0,0.037687029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000422,0,0,0,0,0,0,0,0,0,0,0,0.064231617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040299055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0.014880952,0,0,0
ASV000427,0.010117873,0.115841982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001734635,0,0,0,0,0,0,0,0,0,0,0,0
ASV000428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527831094,0,0,0,0,0,0
ASV000429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393935777,0,0,0,0
ASV000430,0,0,0,0,0,0,0,0,0,0,0,0,0.031343496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000431,0,0.153667935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000432,0,0,0,0,0,0,0,0,0,0,0,0,0.066789971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020380781,0,0.038640587,0,0,0,0,0,0,0.720461095,0
ASV000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023726551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000438,0.002535851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000439,0,0,0,0,0,0,0,0.758833294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000440,0,0,0,0,0,0,0,0,0.542832909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03849462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000444,0,0,0,0,0,0,0,0,0,0.09015197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064629305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654761905,0,0,0
ASV000447,0,0,0,0,0,0,0,0,0.525869381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000448,0,0,0,0,0,0,0,0,0,0.044360493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000449,0,0,0,0,0,0,0,0,0,0,0.034874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000453,0,0,0,0,0,0,0,0,0,0.116486915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601478,0,0,0,0,0,0,0,0,0,0,0,0,0.462392109,0,0,0,0,0
ASV000455,0,0,0,0,0,0,0,0,0,0,0,0,0.001502439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000456,0,0,0,0,0,0,0,0,0.491942324,0.001430984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07204611,0
ASV000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05952381,0,0,0
ASV000458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338218715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000459,0,0,0,0,0,0,0,0,0.48346056,0,0,0,0,0,0.000773288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309597523
ASV000460,0,0,0,0,0,0,0,0,0,0.10644494,0,0.005288487,0.001424704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050125313
ASV000462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358123433,0,0,0,0
ASV000463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000464,0,0,0,0,0,0,0,0,0,0,0.212021626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000466,0,0.002364122,0,0,0,0,0,0,0,0,0,0,0,0,0.018289217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000467,0,0,0,0,0,0,0,0,0,0.35521455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000468,0,0,0,0,0,0,0,0,0,0,0,0.002644243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346185985,0,0,0,0
ASV000469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11789154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000471,0,0,0,0,0,0,0,0,0.474978796,0.001430984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0,0,0,0
ASV000472,0,0,0,0,0,0,0,0,0,0.082997052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000473,0,0,0,0,0,0,0,0,0,0.082997052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346185985,0,0,0,0
ASV000475,0,0,0,0,0,0,0,0,0,0,0,0,0.029798603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173092993,0,0,0,0
ASV000476,0,0,0,0,0,0,0,0,0,0,0.204954239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234925607
ASV000480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113895216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000482,0,0,0,0,0,0,0,0,0,0.080135085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447856686,0,0,0,0,0,0
ASV000484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0
ASV000486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0
ASV000487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033081314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109898893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000494,0,0,0,0,0,0,0,0,0,0.108453335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000495,0,0,0,0,0,0,0,0,0,0.108453335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000496,0,0,0,0,0,0,0,0.038901367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000497,0,0,0,0,0,0,0,0,0,0.10644494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423864363,0,0,0,0,0,0
ASV000499,0,0,0,0,0,0,0,0,0,0,0,0.050810085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316342366,0,0,0,0
ASV000501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000502,0,0,0,0,0,0,0,0,0,0,0.18728577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000503,0,0,0,0,0,0,0,0,0.441051739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000504,0,0,0,0,0,0,0,0,0.441051739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000505,0,0,0,0,0,0,0,0,0,0,0,0.049851404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000506,0,0,0,0,0,0,0,0,0,0,0,0,0.024694876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000508,0,0,0,0,0,0,0,0,0.432569975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758928571,0,0,0
ASV000512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758928571,0,0,0
ASV000513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035391966,0.041450777,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000515,0,0,0,0,0,0,0,0,0,0,0.028124648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385326757,0,0,0,0,0
ASV000517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385326757,0,0,0,0,0
ASV000518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280530023,0,0,0,0
ASV000519,0,0,0,0,0,0,0,0,0,0,0,0,0.251591703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033146793,0
ASV000525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001025862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699404762,0,0,0
ASV000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000529,0.029721253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000530,0.000422642,0.002364122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023119605,0,0,0,0,0
ASV000531,0,0,0,0,0.033129621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000532,0,0,0,0,0,0,0.179115854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000533,0,0,0,0,0,0,0,0,0,0.333901677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000534,0,0,0,0,0,0,0,0,0,0.333901677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000535,0,0,0,0,0,0,0,0,0,0.094394569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193710588
ASV000537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280530023,0,0,0,0
ASV000538,0,0,0,0,0,0,0,0,0,0,0,0,0.022320369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017012326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000542,0.020400651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000543,0.019441521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
