Group,S2014plt4,S2015plt4,S2016plt4,S2024plt4,S2025plt4,S2026plt4,S2034plt4,S2035plt4,S2036plt4,S2045plt4,S2046plt4,S204Aplt4
Otu00308,0,0,0,0,0,0,0,0,0,0,0,0
Otu00310,0,0,0,0,0,0,0,0,0,0,0,0
Otu00311,0,6,0,2,0,0,0,0,0,0,0,0
Otu00312,0,0,0,0,0,0,0,0,0,0,0,0
Otu00313,0,1,0,0,0,0,0,0,0,0,0,0
Otu00315,0,0,0,0,0,0,0,0,0,0,0,0
Otu00316,0,0,14,0,0,0,0,0,0,0,0,0
Otu00317,0,0,0,0,0,0,0,0,0,0,0,0
Otu00318,0,0,0,0,0,0,0,0,0,0,0,0
Otu00319,0,0,0,0,0,0,0,0,0,0,0,0
Otu00320,0,0,0,0,0,0,0,0,0,0,0,0
Otu00321,0,0,0,0,0,0,0,0,0,0,0,0
Otu00322,0,0,0,0,0,0,0,0,0,0,0,0
Otu00323,0,0,0,0,0,0,0,0,0,0,0,0
Otu00324,0,0,0,0,0,0,0,0,0,0,0,0
Otu00325,24,0,0,0,0,0,0,0,0,0,0,0
Otu00326,0,0,0,0,0,0,0,0,0,0,0,0
Otu00327,0,0,0,0,0,0,0,0,0,0,0,0
Otu00328,0,7,0,0,0,0,0,0,0,0,0,1
Otu00329,0,0,0,0,21,0,0,0,0,0,0,0
Otu00330,0,0,0,0,0,4,0,0,0,0,0,0
Otu00331,0,0,0,0,0,0,0,0,0,0,0,0
Otu00332,0,0,0,0,0,2,0,0,0,0,0,0
Otu00333,0,0,0,0,0,0,0,0,0,0,0,0
Otu00334,0,0,0,0,0,0,0,0,0,0,0,0
Otu00336,0,0,0,0,0,0,0,0,0,0,0,0
Otu00337,0,0,0,0,0,0,0,0,0,0,0,0
Otu00338,0,0,11,0,0,0,0,0,0,0,0,0
Otu00339,0,0,0,0,0,0,0,0,0,0,0,0
Otu00340,0,0,0,0,0,0,0,0,0,0,0,0
Otu00341,0,0,0,0,0,0,0,0,0,0,0,1
Otu00342,0,0,0,0,0,0,0,0,0,0,0,0
Otu00344,0,0,0,0,0,0,0,0,0,0,0,0
Otu00345,0,0,0,0,0,0,0,0,0,0,0,0
Otu00346,0,0,0,0,0,0,0,0,0,0,0,0
Otu00347,0,4,0,0,0,0,0,0,0,0,0,0
Otu00348,0,0,0,0,0,0,0,0,0,0,0,0
Otu00349,0,0,0,0,0,0,0,0,0,0,0,0
Otu00350,0,0,0,0,0,0,0,0,0,0,0,0
Otu00351,21,0,0,0,0,0,0,0,0,0,0,0
Otu00352,0,0,0,0,0,0,0,0,0,0,0,0
Otu00353,0,0,0,0,0,0,0,0,0,0,0,0
Otu00354,0,0,0,0,0,0,0,0,0,0,0,0
Otu00355,0,0,0,0,0,0,0,0,0,0,0,0
Otu00356,0,0,0,0,0,0,0,0,0,0,0,0
Otu00357,0,0,0,0,0,0,0,0,0,0,0,0
Otu00359,0,0,0,0,0,0,0,0,0,0,0,0
Otu00360,0,0,0,0,0,0,0,0,0,0,0,0
Otu00361,0,0,0,0,0,0,0,0,0,0,0,0
Otu00363,0,0,0,0,0,0,0,0,0,0,0,0
Otu00364,0,0,0,0,0,0,0,0,0,1,0,0
Otu00365,0,0,4,0,0,0,0,0,0,0,0,0
Otu00366,0,0,6,0,0,0,0,0,0,0,0,0
Otu00367,0,0,0,0,0,0,0,0,0,0,0,0
Otu00368,0,0,0,0,0,0,0,0,0,0,0,0
Otu00369,0,0,0,0,0,0,0,0,0,0,0,0
Otu00370,0,0,0,0,0,0,0,0,0,0,0,0
Otu00371,0,0,0,0,0,0,0,0,0,0,0,0
Otu00372,0,0,0,0,0,0,0,0,0,0,0,0
Otu00373,0,0,0,0,0,0,0,0,0,0,0,0
Otu00374,0,0,0,0,0,0,0,0,0,1,0,0
Otu00375,0,0,0,0,0,0,0,0,0,1,0,0
Otu00376,0,2,0,0,0,0,0,0,0,0,0,0
Otu00377,0,0,0,0,0,0,0,0,0,0,0,0
Otu00378,0,0,0,0,0,0,0,0,0,0,0,0
Otu00379,0,0,0,0,0,0,0,0,0,0,0,0
Otu00380,0,0,0,0,0,0,0,0,0,0,0,0
Otu00381,0,0,0,0,0,0,0,0,0,0,0,0
Otu00383,0,0,0,0,0,0,0,0,0,0,0,0
Otu00384,0,0,0,0,0,0,0,0,0,0,0,0
Otu00386,0,0,0,0,0,0,0,0,0,0,0,0
Otu00388,0,0,0,0,0,0,0,0,0,0,0,0
Otu00389,0,0,0,0,0,0,0,0,0,0,0,0
Otu00390,0,0,0,0,0,0,0,0,0,0,0,0
Otu00391,0,0,2,0,0,0,0,0,0,0,0,0
Otu00392,0,0,0,0,0,0,0,0,0,0,0,0
Otu00394,0,0,0,0,0,0,0,0,0,0,0,0
Otu00396,0,0,0,0,0,0,0,0,0,0,0,0
Otu00397,0,0,0,0,0,0,0,0,0,0,0,0
Otu00398,0,0,0,0,0,0,0,0,0,0,0,0
Otu00399,0,0,0,0,0,0,0,0,0,0,0,0
Otu00400,0,1,0,0,0,0,0,0,0,0,0,0
Otu00401,0,0,0,0,0,0,0,0,0,0,0,0
Otu00402,0,0,0,0,0,0,0,0,0,0,0,0
Otu00403,0,0,0,0,0,0,0,0,0,0,0,0
Otu00404,0,0,0,0,0,0,0,0,0,0,0,0
Otu00405,0,0,0,0,0,0,0,0,0,0,0,0
Otu00406,0,0,0,0,0,0,0,0,0,0,0,0
Otu00407,0,0,0,0,0,0,0,0,0,0,0,0
Otu00408,0,0,0,0,0,0,0,0,0,0,0,0
Otu00409,0,0,0,0,0,0,0,0,0,0,0,0
Otu00410,0,0,0,0,0,0,0,0,0,0,0,0
Otu00411,0,0,0,0,0,0,0,0,0,0,0,0
Otu00412,0,0,0,0,0,0,0,0,0,0,0,0
Otu00413,0,0,0,0,0,0,0,0,0,0,0,0
Otu00414,0,0,0,0,0,0,0,0,0,0,0,0
Otu00415,0,0,0,0,0,0,0,0,0,0,0,0
Otu00416,0,0,0,0,0,0,0,0,0,0,0,0
Otu00417,0,0,0,0,0,0,0,0,0,0,0,0
Otu00418,0,0,0,0,0,0,0,0,0,0,0,0
Otu00419,0,0,0,0,0,0,0,0,0,0,0,3
Otu00421,0,0,0,0,0,0,0,0,0,0,0,0
Otu00422,0,0,0,0,0,0,0,0,0,0,0,0
Otu00423,0,0,0,0,0,0,0,0,0,0,0,0
Otu00424,0,0,0,0,0,0,0,0,0,1,0,0
Otu00425,0,0,0,0,0,0,0,0,0,0,0,0
Otu00426,0,0,0,0,0,0,0,0,0,0,0,0
Otu00428,0,0,0,0,0,0,0,0,0,0,0,0
Otu00430,0,0,0,0,0,0,0,0,0,0,0,0
Otu00431,0,0,0,0,0,0,0,0,0,0,0,0
Otu00432,0,0,0,0,0,0,0,0,0,0,0,0
Otu00433,0,0,0,0,0,0,0,0,0,0,0,0
Otu00434,0,0,0,0,0,0,0,0,0,0,0,0
Otu00435,0,0,0,0,0,0,0,0,0,0,0,0
Otu00436,0,0,0,0,0,0,0,0,0,0,0,0
Otu00437,0,0,0,0,1,0,0,1,0,0,0,0
Otu00438,0,0,0,0,0,0,0,0,0,0,0,0
Otu00439,0,0,0,0,0,0,0,0,0,0,0,0
Otu00441,0,0,0,0,0,0,0,0,0,0,0,0
Otu00442,0,0,0,0,0,0,0,0,0,0,0,0
Otu00443,0,0,0,0,0,0,0,0,0,0,0,0
Otu00445,0,0,0,0,0,0,0,0,0,0,0,0
Otu00447,15,0,0,0,0,0,0,0,0,0,0,0
Otu00448,0,0,0,0,0,0,0,0,0,0,0,0
Otu00449,0,0,0,0,0,0,0,0,0,0,0,0
Otu00450,0,0,0,0,0,0,0,0,0,0,0,0
Otu00451,0,0,2,0,0,0,0,0,0,0,0,0
Otu00452,0,0,0,0,0,0,0,0,0,0,0,0
Otu00453,0,0,0,0,0,0,0,0,0,0,0,0
Otu00454,0,0,0,0,0,0,0,0,0,0,0,0
Otu00455,0,0,0,0,0,0,0,0,0,0,0,0
Otu00459,0,0,0,0,0,0,0,0,0,0,0,0
Otu00460,0,0,0,0,0,0,0,0,0,0,0,0
Otu00461,0,0,0,0,0,0,0,0,0,0,0,0
Otu00462,0,1,0,0,0,0,0,0,0,0,0,0
Otu00463,0,0,0,0,0,0,0,0,0,0,0,0
Otu00464,0,0,0,0,0,0,0,0,0,0,0,0
Otu00465,0,0,0,0,0,0,0,0,0,0,0,0
Otu00466,0,0,0,0,0,0,0,0,0,0,0,0
Otu00467,0,0,0,0,0,1,0,0,0,0,0,3
Otu00468,0,0,0,0,0,0,0,1,0,0,0,0
Otu00470,5,0,0,0,0,0,0,0,0,0,0,0
Otu00471,0,0,0,0,0,0,0,0,0,0,0,0
Otu00472,0,0,0,0,0,0,0,0,0,0,0,0
Otu00473,0,0,0,0,0,0,0,0,0,0,0,0
Otu00474,0,0,0,0,0,0,0,0,0,0,0,0
Otu00475,0,0,0,0,1,0,0,0,0,0,0,0
Otu00477,0,0,0,0,1,0,0,0,0,0,0,0
Otu00478,0,0,0,0,0,0,0,0,0,0,0,0
Otu00479,0,1,0,0,0,0,0,0,0,0,0,0
Otu00480,0,0,0,0,0,0,0,0,0,0,0,0
Otu00481,0,0,0,0,0,0,0,0,0,0,0,0
Otu00482,0,0,0,0,0,0,0,0,0,0,0,0
Otu00483,0,0,0,0,0,0,0,0,0,0,0,0
Otu00484,0,0,0,0,0,0,0,0,0,0,0,0
Otu00485,0,0,0,0,0,0,0,0,0,0,0,0
Otu00486,0,0,0,0,0,0,0,0,0,0,0,0
Otu00487,0,0,0,0,0,0,0,0,0,0,0,0
Otu00488,0,0,0,0,0,0,0,0,0,0,0,0
Otu00489,0,0,0,0,0,0,0,0,0,0,0,0
Otu00490,0,0,0,0,0,0,0,0,0,0,0,0
Otu00491,0,0,0,0,0,0,0,0,0,0,0,0
Otu00492,0,0,0,0,0,0,0,0,0,0,0,0
Otu00493,0,0,0,0,0,0,0,0,0,0,0,0
Otu00495,0,0,0,0,0,0,0,0,0,0,0,0
Otu00496,0,0,0,0,0,0,0,0,0,0,0,0
Otu00497,0,0,0,0,0,0,0,0,0,0,0,0
Otu00498,0,0,0,0,0,0,0,0,0,0,0,0
Otu00499,0,0,0,0,0,0,0,0,0,0,0,0
Otu00500,0,0,0,0,0,0,0,0,0,0,0,0
Otu00501,0,0,0,0,0,0,0,0,0,0,0,0
Otu00502,0,0,0,0,0,0,0,0,0,0,0,0
Otu00504,0,0,0,0,0,0,0,0,0,0,0,0
Otu00506,0,0,0,0,0,0,0,0,0,0,0,0
Otu00507,0,0,0,0,0,0,0,0,0,0,0,0
Otu00508,0,0,0,0,0,0,0,0,0,0,0,0
Otu00510,0,0,0,0,0,0,0,0,0,0,0,0
Otu00511,0,0,0,0,0,0,0,0,0,0,0,0
Otu00513,0,0,0,0,0,0,0,0,0,0,0,0
Otu00514,0,0,0,0,0,0,0,0,0,0,0,0
Otu00515,0,0,0,0,0,0,0,0,0,0,0,11
Otu00516,0,0,0,0,0,0,0,0,0,0,0,0
Otu00519,0,0,0,0,0,0,0,0,0,0,0,0
Otu00520,0,0,0,0,0,0,0,0,0,0,0,0
Otu00522,0,0,0,0,0,0,0,0,0,0,0,1
Otu00523,0,0,0,0,0,0,0,0,0,0,0,0
Otu00524,0,0,0,0,0,0,0,0,0,0,0,0
Otu00529,0,0,0,0,0,0,0,0,0,0,0,0
Otu00533,0,0,0,0,0,0,0,0,0,0,0,0
Otu00534,0,0,0,0,0,0,0,0,0,0,0,0
Otu00535,0,0,0,0,1,0,0,0,0,0,0,0
Otu00536,0,0,0,0,0,0,0,0,0,0,0,0
Otu00537,0,0,0,0,0,0,0,0,0,0,0,0
Otu00538,0,0,0,0,0,0,0,0,0,0,0,0
Otu00540,0,0,5,0,0,0,0,0,0,0,0,0
Otu00541,0,0,0,0,0,0,0,0,0,0,0,0
Otu00545,0,0,0,0,0,0,0,0,0,0,0,0
Otu00546,0,0,0,0,0,0,0,0,0,0,0,0
Otu00548,0,0,0,0,0,0,0,0,0,0,0,0
Otu00549,0,0,0,0,0,0,0,0,0,0,0,0
Otu00550,0,0,0,0,0,0,0,0,0,0,0,0
Otu00551,0,0,0,0,0,0,0,0,0,0,0,0
Otu00552,0,0,0,0,0,0,0,0,0,0,0,0
Otu00553,0,0,0,0,0,1,0,0,0,0,0,0
Otu00554,0,0,0,0,0,0,0,0,0,0,0,0
Otu00557,0,0,0,0,0,0,0,0,0,0,0,0
Otu00558,0,0,0,0,0,0,0,0,0,0,0,0
Otu00559,0,0,0,0,0,0,0,0,0,0,0,0
Otu00561,0,1,0,0,0,0,0,0,0,0,0,0
Otu00562,0,0,0,0,0,0,0,0,0,0,0,0
Otu00563,0,0,0,0,0,0,0,0,0,0,0,0
Otu00564,0,0,0,0,0,0,0,0,0,0,0,0
Otu00565,0,0,0,0,0,0,0,0,0,0,0,0
Otu00567,0,0,0,0,0,0,0,0,0,0,0,0
Otu00568,0,0,0,0,0,0,0,0,0,0,0,0
Otu00570,0,0,0,0,0,0,0,0,0,0,0,0
Otu00571,0,0,0,0,0,0,0,0,0,0,0,0
Otu00572,0,0,0,0,0,0,0,0,0,0,0,0
Otu00573,0,0,2,0,0,0,0,0,0,0,0,1
Otu00577,0,0,0,0,0,0,0,0,0,0,0,0
Otu00578,0,0,0,0,0,0,0,0,0,0,0,0
Otu00579,0,0,0,0,0,0,0,0,0,0,0,0
Otu00581,0,0,0,0,0,0,0,0,0,0,0,0
Otu00582,0,0,0,0,0,0,0,1,0,0,0,0
Otu00584,0,0,0,0,0,0,0,0,0,0,0,0
Otu00585,0,0,0,0,0,0,0,0,0,0,0,0
Otu00586,0,0,0,0,0,0,0,0,0,0,0,0
Otu00590,0,0,0,0,0,0,0,0,0,0,0,0
Otu00592,0,1,0,0,25,0,0,0,0,0,0,0
Otu00594,0,0,0,0,0,0,0,0,0,0,0,0
Otu00595,0,0,0,0,0,0,0,0,0,0,0,0
Otu00596,0,0,0,0,0,0,0,0,0,0,0,0
Otu00597,0,0,0,0,0,0,0,0,0,0,0,0
Otu00598,0,0,0,0,0,0,0,0,0,0,0,0
Otu00599,0,0,0,0,0,0,0,0,0,0,0,0
Otu00601,0,0,0,0,0,0,0,0,0,0,0,0
Otu00603,0,0,0,0,0,0,0,0,0,0,0,0
Otu00604,0,0,0,0,0,0,0,0,0,0,0,0
Otu00605,0,0,0,0,0,0,0,0,0,0,0,0
Otu00607,0,0,0,0,0,0,0,0,0,0,0,0
Otu00608,0,0,0,0,0,0,0,0,0,0,0,0
Otu00609,0,0,0,0,0,0,0,0,0,0,0,0
Otu00611,0,0,0,0,0,0,0,0,0,0,0,0
Otu00614,0,0,0,0,0,0,0,0,0,0,0,0
Otu00615,0,0,0,0,0,0,0,0,0,0,0,0
Otu00616,0,0,0,0,0,0,0,0,0,0,0,0
Otu00617,0,0,0,0,0,0,0,0,0,0,0,8
Otu00620,0,0,0,0,0,0,0,0,0,0,0,0
Otu00621,0,0,0,0,0,0,0,0,0,0,0,8
Otu00623,0,0,0,0,0,0,0,0,0,0,0,0
Otu00624,1,0,0,0,0,0,0,0,0,0,0,0
Otu00625,0,0,0,0,0,0,0,0,0,0,0,0
Otu00627,0,0,0,0,0,0,0,0,0,0,0,0
Otu00628,0,0,0,0,0,0,0,0,0,0,0,0
Otu00629,0,0,0,0,0,0,0,0,0,0,0,0
Otu00631,0,0,0,0,0,0,0,0,0,0,0,0
Otu00632,0,0,0,0,0,0,0,0,0,0,0,0
Otu00633,0,0,0,0,0,0,0,0,0,0,0,0
Otu00638,0,0,0,0,0,0,0,0,0,0,0,0
Otu00639,0,0,0,0,0,0,0,0,0,0,0,0
Otu00640,0,0,0,0,0,0,0,0,0,0,0,0
Otu00643,0,0,0,0,0,0,0,0,0,0,0,0
Otu00645,0,0,0,0,0,0,0,0,0,0,0,0
Otu00646,0,0,0,0,0,0,0,0,0,0,0,0
Otu00647,0,0,0,0,0,0,0,0,0,0,0,0
Otu00649,0,0,0,1,0,0,0,0,0,0,0,0
Otu00650,0,0,0,0,0,0,0,0,0,0,0,0
Otu00651,0,0,0,0,0,0,0,0,0,0,0,0
Otu00652,0,0,0,0,0,0,0,0,0,0,0,0
Otu00654,0,0,0,0,0,0,0,0,0,0,0,7
Otu00655,0,0,0,0,0,0,0,0,0,0,0,0
Otu00656,0,0,0,0,0,0,0,0,0,0,0,0
Otu00657,0,0,0,0,0,3,0,0,0,0,0,0
Otu00659,0,0,0,0,0,0,0,0,0,0,0,0
Otu00660,0,0,0,0,0,0,0,0,0,0,0,0
Otu00661,0,0,0,0,0,0,0,0,0,0,0,0
Otu00662,0,0,0,0,0,0,0,0,0,0,0,0
Otu00663,0,0,0,0,0,0,0,0,0,0,0,0
Otu00664,0,0,0,0,0,0,0,0,0,0,0,0
Otu00666,0,0,0,0,0,0,0,0,0,0,0,0
Otu00668,0,0,0,0,0,0,0,0,0,0,0,0
Otu00670,0,0,0,0,0,0,0,0,0,0,0,0
Otu00671,0,0,0,0,0,0,0,0,0,0,0,0
Otu00672,0,0,0,0,0,0,0,0,0,0,0,0
Otu00673,0,0,0,0,0,0,0,0,0,0,0,0
Otu00676,0,0,0,0,0,0,0,0,0,0,0,0
Otu00677,0,0,0,0,0,0,0,0,0,0,0,0
Otu00678,0,0,0,0,0,0,0,0,0,0,0,0
Otu00681,0,0,0,0,0,0,0,0,0,0,0,0
Otu00682,0,0,0,0,0,0,0,0,0,0,0,0
Otu00685,0,0,0,0,0,0,0,0,0,0,0,0
Otu00687,0,0,0,0,0,0,0,0,0,0,0,0
Otu00688,0,0,0,0,0,0,0,0,0,0,0,0
Otu00694,0,0,0,0,0,0,0,0,0,0,0,0
Otu00695,0,0,0,0,0,0,0,0,0,0,0,0
Otu00696,0,0,0,0,0,0,0,0,0,0,0,0
Otu00697,0,0,0,0,0,0,0,0,0,0,0,0
Otu00698,0,0,0,0,0,0,0,0,0,0,0,0
Otu00701,0,0,0,0,0,0,0,0,0,0,0,0
Otu00704,0,0,0,0,0,0,0,0,0,0,0,0
Otu00706,0,0,0,0,0,0,0,0,0,0,0,0
Otu00707,0,0,0,0,0,0,0,0,0,0,0,0
Otu00709,0,0,0,0,0,0,0,0,0,0,0,0
Otu00712,0,0,0,0,0,0,0,0,0,0,0,0
Otu00713,0,0,0,0,0,0,0,0,0,0,0,0
Otu00718,0,0,0,0,0,0,0,0,0,0,0,0
Otu00721,6,0,0,0,0,0,0,0,0,0,0,0
Otu00722,0,0,0,0,0,0,0,0,0,0,0,0
Otu00724,0,0,0,0,0,0,0,0,0,0,0,0
Otu00727,0,0,0,0,0,0,0,0,0,0,0,0
Otu00729,0,0,0,0,0,0,0,0,0,0,0,0
Otu00731,0,0,0,0,0,0,0,0,0,0,0,0
Otu00732,0,0,0,0,0,0,0,0,0,0,0,0
