Group,S2014plt4,S2015plt4,S2016plt4,S2024plt4,S2025plt4,S2026plt4,S2034plt4,S2035plt4,S2036plt4,S2045plt4,S2046plt4,S204Aplt4
Otu00734,0,0,0,0,0,0,0,0,0,0,0,0
Otu00735,0,1,0,0,0,0,0,0,0,0,0,0
Otu00736,0,0,0,0,0,0,0,0,0,0,0,0
Otu00739,0,0,0,0,0,0,0,0,0,0,0,0
Otu00740,0,0,0,0,0,0,0,0,0,0,0,0
Otu00741,0,0,0,0,0,0,0,0,0,0,0,0
Otu00743,0,0,0,0,0,0,0,0,0,0,0,0
Otu00746,0,0,0,0,0,0,1,0,0,0,0,0
Otu00747,0,0,0,0,0,0,0,0,0,0,0,0
Otu00749,0,0,0,0,0,0,0,0,0,0,0,0
Otu00752,0,0,0,0,0,0,0,0,0,0,0,0
Otu00753,0,0,0,0,0,0,0,0,0,0,0,0
Otu00754,0,0,0,0,0,0,0,0,0,0,0,0
Otu00765,0,0,0,0,0,0,0,0,0,0,0,0
Otu00767,5,0,0,0,0,0,0,0,0,0,0,0
Otu00770,0,0,0,0,0,0,0,0,0,0,0,0
Otu00772,0,0,0,0,0,0,0,0,0,0,0,0
Otu00773,0,0,0,0,0,0,0,0,0,0,0,0
Otu00776,0,0,0,0,0,0,0,0,0,0,0,0
Otu00780,0,0,0,0,0,0,0,0,0,0,0,0
Otu00781,0,0,0,0,0,0,0,0,0,0,0,0
Otu00782,0,0,0,0,0,0,0,0,0,0,0,0
Otu00786,0,0,0,0,0,0,0,0,0,0,0,0
Otu00789,0,0,0,0,0,0,0,0,0,0,0,0
Otu00792,0,0,0,0,0,0,0,0,0,0,0,0
Otu00795,0,4,0,0,0,0,0,0,0,0,0,0
Otu00796,0,0,0,0,0,0,0,0,0,0,0,0
Otu00798,0,0,0,0,0,0,0,0,0,0,0,0
Otu00799,0,0,0,0,0,0,0,0,0,0,0,0
Otu00804,0,0,0,0,0,0,0,0,0,0,0,0
Otu00809,0,0,0,0,0,0,0,0,0,0,0,0
Otu00813,0,0,3,0,0,0,0,0,0,0,0,0
Otu00814,0,0,0,0,0,0,0,0,0,0,0,0
Otu00821,0,0,0,0,0,0,0,0,0,0,0,0
Otu00822,0,0,0,0,0,0,0,0,0,0,0,0
Otu00824,0,0,0,0,0,0,0,0,0,0,0,0
Otu00828,0,0,0,0,0,0,0,0,0,0,0,0
Otu00830,0,0,0,0,0,0,0,0,0,0,0,0
Otu00833,0,0,0,0,0,0,0,0,0,0,0,0
Otu00836,0,0,0,0,0,0,0,0,0,0,0,0
Otu00841,0,0,0,0,0,0,0,0,0,0,0,0
Otu00847,0,0,0,0,0,0,0,0,0,0,0,0
Otu00848,0,0,0,0,0,0,0,0,0,0,0,0
Otu00849,0,0,0,0,0,0,0,0,0,0,0,0
Otu00851,0,0,0,0,0,0,0,0,0,0,0,0
Otu00852,0,0,0,0,0,0,0,0,0,0,0,0
Otu00857,0,0,0,0,0,2,0,0,0,0,0,0
Otu00861,0,0,0,0,0,0,0,0,0,0,0,0
Otu00864,0,0,0,0,0,0,0,0,0,0,0,0
Otu00867,0,0,0,0,0,0,0,0,0,0,0,1
Otu00869,0,0,0,0,0,0,0,0,0,0,0,0
Otu00871,0,0,0,0,0,0,0,0,0,0,0,0
Otu00876,0,0,0,0,0,0,0,0,0,0,0,0
Otu00879,0,3,0,0,0,0,0,0,0,0,0,0
Otu00889,0,0,0,0,0,0,0,0,0,0,0,0
Otu00891,0,0,0,0,0,0,0,0,0,0,0,0
Otu00894,0,0,0,0,0,0,0,0,0,0,0,0
Otu00896,0,0,0,0,0,0,0,0,0,0,0,0
Otu00900,0,0,0,0,0,0,0,0,0,0,0,0
Otu00902,0,0,0,0,0,0,0,0,0,0,0,0
Otu00905,0,0,0,0,0,0,0,0,0,0,0,0
Otu00912,0,0,0,0,0,0,0,0,0,0,0,0
Otu00913,0,0,0,0,0,0,0,0,0,0,0,0
Otu00915,0,0,0,0,0,0,0,0,0,0,0,0
Otu00918,0,0,0,0,0,0,0,0,0,0,0,0
Otu00922,0,0,0,0,0,0,0,0,0,0,0,0
Otu00936,0,0,0,0,0,0,0,0,0,0,0,1
Otu00937,0,3,0,0,0,0,0,0,0,0,0,0
Otu00940,0,0,0,0,0,0,0,0,0,0,0,0
Otu00960,0,0,0,0,0,0,0,0,0,0,0,0
Otu00961,0,0,0,0,0,0,0,0,0,0,0,0
Otu00967,0,0,0,0,0,0,0,0,0,0,0,0
Otu00969,0,0,0,0,0,0,0,0,0,0,0,0
Otu00974,0,0,0,0,0,0,0,0,0,0,0,0
Otu00979,0,0,0,0,0,0,0,0,0,0,0,0
Otu00987,0,0,0,0,0,0,0,0,0,0,0,0
Otu00990,0,0,0,0,0,0,0,0,0,0,0,0
Otu00993,0,0,0,0,0,0,0,0,0,0,0,0
Otu00996,0,0,0,0,0,0,0,0,0,0,0,0
Otu00998,0,0,0,0,0,0,0,0,0,0,0,0
Otu01022,0,0,0,0,0,0,0,0,0,0,0,0
Otu01034,0,0,0,0,0,0,0,0,0,0,0,0
Otu01038,0,0,0,0,0,0,0,0,0,0,0,0
Otu01039,0,0,0,0,0,0,0,0,0,0,0,0
Otu01048,0,0,0,0,0,0,0,0,0,0,0,0
Otu01051,0,0,0,0,0,0,0,0,0,0,0,0
Otu01065,0,0,0,0,0,0,0,0,0,0,0,0
Otu01084,0,0,0,0,0,0,0,0,0,0,0,0
Otu01085,0,0,0,0,0,0,0,0,0,0,0,0
Otu01110,0,0,0,0,1,0,0,0,0,0,0,0
Otu01115,0,0,0,0,0,0,0,0,0,0,0,0
Otu01117,0,0,0,0,0,0,0,0,0,0,0,0
Otu01118,0,0,0,0,0,0,0,0,0,0,0,0
Otu01128,0,0,0,0,0,0,0,0,0,0,0,0
Otu01148,0,0,0,0,0,0,0,0,0,0,0,0
Otu01157,0,0,0,0,1,0,0,0,0,0,0,0
Otu01175,0,0,0,0,0,0,0,0,0,0,0,0
Otu01190,0,0,0,0,0,0,0,0,0,0,0,0
Otu01193,0,0,0,0,0,0,0,0,0,0,0,0
Otu01198,0,0,0,0,0,0,0,0,0,0,0,0
Otu01239,0,0,0,0,0,0,0,0,0,0,0,0
Otu01240,0,0,0,0,0,0,0,0,0,0,0,0
Otu01249,0,0,0,0,0,0,0,0,0,0,0,0
Otu01253,0,0,0,0,0,0,0,0,0,0,0,0
Otu01257,0,0,0,0,0,0,0,0,0,0,0,0
Otu01260,0,0,0,0,1,0,0,0,0,0,0,0
Otu01263,0,0,0,0,0,0,0,0,0,0,0,0
Otu01269,0,0,0,0,0,0,0,0,0,0,0,0
Otu01320,0,1,0,0,0,0,0,0,0,0,0,0
Otu01337,0,0,0,0,0,0,0,0,0,0,0,0
Otu01363,0,0,0,0,0,0,0,0,0,0,0,0
Otu01377,0,0,0,0,1,0,0,0,0,0,0,0
Otu01378,0,0,0,0,0,0,0,0,0,0,0,0
Otu01383,0,0,0,0,0,0,0,0,0,0,0,0
Otu01384,0,0,0,0,0,0,0,0,0,0,0,0
Otu01414,0,0,0,0,0,0,0,0,0,0,0,0
Otu01423,0,0,1,0,0,0,0,0,0,0,0,0
Otu01428,0,0,0,0,1,0,0,0,0,0,0,0
Otu01459,0,0,0,0,0,0,0,0,0,0,0,0
Otu01463,0,0,0,0,0,0,0,0,0,0,0,0
Otu01502,0,0,0,0,0,0,0,0,0,0,0,0
Otu01506,0,0,0,0,0,0,0,0,0,0,0,0
Otu01519,0,0,0,0,0,0,0,0,0,0,0,0
Otu01521,0,1,0,0,0,0,0,0,0,0,0,0
Otu01522,0,1,0,0,0,0,0,0,0,0,0,0
Otu01534,0,0,0,0,0,0,0,0,0,0,0,0
Otu01567,0,0,0,0,0,0,0,0,0,0,0,0
Otu01611,0,0,0,0,0,0,0,0,0,0,0,0
Otu01615,0,0,0,0,0,0,0,0,0,0,0,0
Otu01667,0,0,0,0,0,0,0,0,0,0,0,0
Otu01668,0,0,0,0,0,0,0,0,0,0,0,0
Otu01669,0,0,0,0,0,0,0,0,0,0,0,0
Otu01683,0,0,0,0,0,0,0,0,0,0,0,0
Otu01690,0,0,0,0,0,0,0,0,0,0,0,0
Otu01700,0,0,0,0,5,0,0,0,0,0,0,0
Otu01706,0,0,0,0,0,0,0,0,0,0,0,0
Otu01710,0,0,0,0,0,0,0,0,0,0,0,0
Otu01712,0,1,0,0,0,0,0,0,0,0,0,0
Otu01717,0,0,0,0,0,0,0,0,0,0,0,0
Otu01726,0,0,0,0,0,0,0,0,0,0,0,0
Otu01729,0,0,0,0,0,0,0,0,0,0,0,0
Otu01834,0,0,0,0,1,0,0,0,0,0,0,0
Otu01841,0,0,0,0,0,0,0,0,0,0,0,0
Otu01847,0,0,0,0,0,0,0,0,0,0,0,0
Otu01993,0,0,0,0,0,0,0,0,0,0,0,0
Otu02005,0,0,1,0,0,0,0,0,0,0,0,0
Otu02007,0,0,0,0,0,0,0,0,0,0,0,0
Otu02045,0,0,0,0,0,0,0,0,0,0,0,0
Otu02092,0,0,0,0,0,0,0,0,0,0,0,0
Otu02098,0,0,0,0,0,0,0,0,0,0,0,0
Otu02110,0,1,0,0,0,0,0,0,0,0,0,0
Otu02131,0,0,0,0,0,0,0,0,0,0,0,0
Otu02142,0,0,0,0,0,0,0,0,0,0,0,0
Otu02193,0,0,0,0,0,0,0,0,0,0,0,0
Otu02235,0,0,0,0,0,0,0,0,0,0,0,0
Otu02273,0,0,0,0,0,0,0,0,0,0,0,0
Otu02296,0,0,0,0,0,0,0,0,0,0,0,0
Otu02317,0,0,0,0,0,0,0,0,0,0,0,0
Otu02335,0,0,0,0,0,0,0,0,0,0,0,0
Otu02337,0,0,0,0,0,0,0,0,0,0,0,0
Otu02422,0,0,0,0,0,0,0,0,0,0,0,0
Otu02425,0,0,0,0,0,0,0,0,0,0,0,0
Otu02437,0,0,0,0,0,0,0,0,0,0,0,0
Otu02486,0,0,0,0,0,0,0,0,0,0,0,0
Otu02652,0,0,0,0,0,0,0,0,0,0,0,0
Otu02671,0,0,0,0,1,0,0,0,0,0,0,0
Otu02686,0,0,0,0,0,0,0,0,0,0,0,0
Otu02703,0,0,0,0,0,0,0,0,0,0,0,0
Otu02706,0,0,0,0,0,0,0,0,0,0,0,0
Otu02773,0,0,0,0,0,0,0,0,0,0,0,0
Otu02776,0,0,0,0,0,0,0,0,0,0,0,0
Otu02849,0,0,0,0,0,0,0,0,0,0,0,0
Otu03053,0,0,0,0,0,0,0,0,0,0,0,0
Otu03054,0,0,0,0,0,0,0,0,0,0,0,0
Otu03102,0,0,0,0,1,0,0,0,0,0,0,0
Otu03169,0,0,0,0,0,0,0,0,0,0,0,0
Otu03215,0,0,0,0,0,0,0,0,0,0,0,0
Otu03233,0,0,0,0,0,0,0,0,0,0,0,0
Otu03274,0,0,0,0,1,0,0,0,0,0,0,0
Otu03482,0,0,0,0,0,0,0,0,0,0,0,0
Otu03521,0,0,0,0,0,0,0,0,0,0,0,0
Otu03553,0,0,0,0,3,0,0,0,0,0,0,0
Otu03562,0,0,0,0,0,0,0,0,0,0,0,0
Otu03660,0,0,0,0,0,0,0,0,0,0,0,0
Otu03698,0,0,0,0,0,0,0,0,0,0,0,0
Otu03823,0,0,0,0,0,0,0,0,0,0,0,0
Otu03826,0,0,0,0,0,0,0,0,0,0,0,0
Otu03831,0,0,0,0,0,0,0,0,0,0,0,0
Otu03833,0,0,0,0,0,0,0,0,0,0,0,0
Otu03872,0,0,0,0,0,0,0,0,0,0,0,0
Otu03881,0,0,0,0,0,0,0,0,0,0,0,0
Otu03915,0,0,0,0,0,0,0,0,0,0,0,0
Otu03941,0,0,0,0,0,0,0,0,0,0,0,0
Otu04063,0,0,0,0,0,0,0,0,0,0,0,0
Otu04265,0,0,0,0,1,0,0,0,0,0,0,0
Otu04325,0,0,0,0,0,0,0,0,0,0,0,0
Otu04348,0,0,0,0,0,0,0,0,0,0,0,0
Otu04426,0,0,0,0,0,0,0,0,0,0,0,0
Otu04443,0,0,0,0,0,0,0,0,0,0,0,0
Otu04483,0,0,0,0,1,0,0,0,0,0,0,0
Otu04512,0,0,0,0,0,0,0,0,0,0,0,0
Otu04573,0,0,0,0,0,0,0,0,0,0,0,0
Otu04645,0,0,0,0,0,0,0,0,0,0,0,0
Otu04648,0,0,0,0,0,0,0,0,0,0,0,0
Otu04651,0,0,0,0,0,0,0,0,0,0,0,0
Otu04679,0,0,0,0,0,0,0,0,0,0,0,0
Otu04685,0,0,0,0,0,0,0,0,0,0,0,0
Otu04841,0,0,0,0,1,0,0,0,0,0,0,0
Otu04857,0,0,0,0,0,0,0,0,0,0,0,0
Otu04858,0,0,0,0,0,0,0,0,0,0,0,0
Otu04880,0,0,0,0,0,0,0,0,0,0,0,0
Otu04896,0,0,0,0,0,0,0,0,0,0,0,0
Otu04909,0,0,0,0,0,0,0,0,0,0,0,0
Otu05091,0,0,0,0,0,0,0,0,0,0,0,0
Otu05199,0,0,0,0,1,0,0,0,0,0,0,0
Otu05325,0,0,0,0,0,0,0,0,0,0,0,0
Otu05403,0,0,0,0,0,0,0,0,0,0,0,0
Otu05679,0,0,0,0,0,0,0,0,0,0,0,0
Otu06181,0,0,0,0,0,0,0,0,0,0,0,0
Otu06184,0,0,0,0,0,0,0,0,0,0,0,0
Otu06260,0,0,0,0,0,0,0,0,0,0,0,0
Otu06266,0,0,0,0,0,0,0,0,0,0,0,0
Otu06277,0,0,0,0,0,0,0,0,0,0,0,0
Otu06408,0,0,0,0,0,0,0,0,0,0,0,0
Otu06412,0,0,0,0,0,0,0,0,0,0,0,0
Otu06503,0,0,0,0,0,0,0,0,0,0,0,0
Otu06669,0,0,0,0,0,0,0,0,0,0,0,0
Otu06726,0,0,0,0,0,0,0,0,0,0,0,0
Otu06727,0,0,0,0,0,0,0,0,0,0,0,0
Otu06734,0,0,0,0,0,0,0,0,0,0,0,0
Otu06749,0,0,0,0,0,0,0,0,0,0,0,0
Otu06750,0,0,0,0,0,0,0,0,0,0,0,0
Otu06763,0,0,0,0,0,0,0,0,0,0,0,0
Otu06920,0,0,0,0,0,0,0,0,0,0,0,0
Otu06988,0,0,0,0,0,0,0,0,0,0,0,0
Otu07003,0,0,0,0,0,0,0,0,0,0,0,0
Otu07109,0,0,0,0,0,0,0,0,0,0,0,0
Otu07196,0,0,0,0,0,0,0,0,0,0,0,0
Otu07598,0,0,0,0,0,0,0,0,0,0,0,0
Otu07924,0,0,0,0,0,0,0,0,0,0,0,0
Otu08017,0,0,0,0,0,0,0,0,0,0,0,0
Otu08019,0,0,0,0,0,0,0,0,0,0,0,0
Otu08051,0,0,0,0,0,0,0,0,0,0,0,0
Otu08115,0,0,0,0,0,0,0,0,0,0,0,0
Otu08336,0,0,0,0,0,0,0,0,0,0,0,0
Otu08344,0,0,0,0,0,0,0,0,0,0,0,0
Otu08402,0,0,0,0,0,0,0,0,0,0,0,0
Otu08477,0,0,0,0,0,0,0,0,0,0,0,0
Otu09055,0,0,0,0,0,0,0,0,0,0,0,0
Otu09056,0,0,0,0,0,0,0,0,0,0,0,0
Otu09080,0,0,0,0,0,0,0,0,0,0,0,0
Otu09461,0,0,0,0,0,0,0,0,0,0,0,0
Otu09507,0,0,0,0,0,0,0,0,0,0,0,0
Otu09597,0,0,0,0,0,0,0,0,0,0,0,0
Otu09923,0,0,0,0,0,0,0,0,0,0,0,0
Otu09924,0,0,0,0,0,0,0,0,0,0,0,0
Otu09925,0,0,0,0,0,0,0,0,0,0,0,0
Otu09926,0,0,0,0,0,0,0,0,0,0,0,0
Otu09927,0,0,0,0,0,0,0,0,0,0,0,0
Otu09928,0,0,0,0,0,0,0,0,0,0,0,0
Otu09929,0,0,0,0,0,0,0,0,0,0,0,0
Otu09930,0,0,0,0,0,0,0,0,0,0,0,0
Otu10649,0,0,0,0,0,0,0,0,0,0,0,0
Otu11363,0,0,0,0,0,0,0,0,0,0,0,0
Otu11364,0,0,0,0,0,0,0,0,0,0,0,0
Otu11365,0,0,0,0,0,0,0,0,0,0,0,0
Otu11366,0,0,0,0,0,0,0,0,0,0,0,0
Otu11367,0,0,0,0,0,0,0,0,0,0,0,0
Otu11427,0,0,0,0,0,0,0,0,0,0,0,0
Otu12349,0,0,0,0,0,0,0,0,0,0,0,0
Otu12393,0,0,0,0,0,0,0,0,0,0,0,0
Otu12395,0,0,0,0,0,0,0,0,0,0,0,0
Otu12397,0,0,0,0,0,0,0,0,0,0,0,0
Otu12399,0,0,0,0,0,0,0,0,0,0,0,0
Otu12438,0,0,0,0,0,0,0,0,0,0,0,0
Otu12450,0,0,0,0,0,0,0,0,0,0,0,0
Otu12451,0,0,0,0,0,0,0,0,0,0,0,0
Otu13199,0,0,0,0,0,0,0,0,0,0,0,0
Otu13392,0,0,0,0,0,0,0,0,0,0,0,0
Otu13393,0,0,0,0,0,0,0,0,0,0,0,0
Otu13402,0,0,0,0,0,0,0,0,0,0,0,0
Otu13754,0,0,0,0,0,0,0,0,0,0,0,0
Otu14257,0,0,0,0,0,0,0,0,0,0,0,0
Otu14258,0,0,0,0,0,0,0,0,0,0,0,0
Otu14613,0,0,0,0,0,0,0,0,0,0,0,0
Otu14831,0,0,0,0,0,0,0,0,0,0,0,0
Otu15529,0,0,0,0,1,0,0,0,0,0,0,0
Otu15645,0,0,0,0,1,0,0,0,0,0,0,0
Otu15786,0,0,0,0,1,0,0,0,0,0,0,0
Otu16317,0,0,0,0,0,0,0,0,0,0,0,0
Otu16935,0,0,0,0,0,0,0,0,0,0,0,0
Otu16936,0,0,0,0,0,0,0,0,0,0,0,0
Otu16957,0,0,0,0,0,0,0,0,0,0,0,0
Otu16971,0,0,0,0,0,0,0,0,0,0,0,0
Otu16972,0,0,0,0,0,0,0,0,0,0,0,0
Otu17002,0,0,0,0,0,0,0,0,0,0,0,0
Otu17212,0,0,0,0,1,0,0,0,0,0,0,0
Otu17950,0,0,0,0,1,0,0,0,0,0,0,0
Otu18667,0,0,0,0,0,0,0,0,0,0,0,0
Otu19571,0,0,0,0,0,0,0,0,0,0,0,0
Otu19924,0,0,0,0,0,0,0,0,0,0,0,0
Otu20025,0,0,0,0,0,0,0,0,0,0,0,0
Otu20145,0,0,0,0,0,0,0,0,0,0,0,0
Otu20341,0,0,0,0,0,0,0,0,0,0,0,0
Otu20472,0,0,0,0,0,0,0,0,0,0,0,0
Otu20474,0,0,0,0,0,0,0,0,0,0,0,0
Otu20478,0,0,0,0,0,0,0,0,0,0,0,0
Otu20529,0,0,0,0,0,0,0,0,0,0,0,0
Otu20530,0,0,0,0,0,0,0,0,0,0,0,0
Otu20531,0,0,0,0,0,0,0,0,0,0,0,0
Otu20815,0,0,0,0,1,0,0,0,0,0,0,0
Otu20907,0,0,0,0,0,0,0,0,0,0,0,0
Otu20912,0,0,0,0,0,0,0,0,0,0,0,0
Otu20915,0,0,0,0,0,0,0,0,0,0,0,0
